,t_fcs_ida,E_fcs_ida,delta_rec_ida,carga_ida,t_fcs_vuelta,E_fcs_vuelta,delta_rec_vuelta,carga_vuelta,t_llegada_casa,E_casa,delta_home,Pot_dom
313,0.0,0.0,0.0,0,576.0,19.233980985410124,10.0,120,597.0,0,0,0
314,0.0,0.0,0.0,0,0.0,0.0,0.0,0,949.0,0,0,0
315,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1413.0,0,0,0
316,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1042.0,0,0,0
317,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1183.0,0,0,0
318,0.0,0.0,0.0,0,0.0,0.0,0.0,0,924.0,0,0,0
319,0.0,0.0,0.0,0,0.0,0.0,0.0,0,795.0,0,0,0
320,0.0,0.0,0.0,0,0.0,0.0,0.0,0,941.0,0,0,0
321,0.0,0.0,0.0,0,0.0,0.0,0.0,0,920.0,0,0,0
322,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1119.0,0,0,0
323,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1042.0,0,0,0
324,0.0,0.0,0.0,0,1439.0,16.239974895790887,0.13533312413159074,120,1462.0,0,0,0
325,0.0,0.0,0.0,0,0.0,0.0,0.0,0,901.0,0,0,0
326,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1099.0,0,0,0
327,0.0,0.0,0.0,0,0.0,0.0,0.0,0,907.0,0,0,0
328,0.0,0.0,0.0,0,0.0,0.0,0.0,0,797.0,0,0,0
329,0.0,0.0,0.0,0,0.0,0.0,0.0,0,584.0,0,0,0
330,0.0,0.0,0.0,0,940.0,17.23233759812926,0.14360281331774383,120,989.0,0,0,0
331,0.0,0.0,0.0,0,0.0,0.0,0.0,0,724.0,0,0,0
332,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1564.0,0,0,0
333,0.0,0.0,0.0,0,0.0,0.0,0.0,0,989.0,0,0,0
334,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1164.0,0,0,0
335,0.0,0.0,0.0,0,1226.0,15.68040554092579,8.0,120,1247.0,0,0,0
336,0.0,0.0,0.0,0,1128.0,19.887935507917305,10.0,120,1167.0,0,0,0
337,0.0,0.0,0.0,0,1472.0,16.789913783429515,8.0,120,1495.0,0,0,0
338,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1017.0,0,0,0
339,0.0,0.0,0.0,0,640.0,17.215435217170274,0.14346196014308563,120,664.0,0,0,0
340,0.0,0.0,0.0,0,0.0,0.0,0.0,0,958.0,0,0,0
341,0.0,0.0,0.0,0,0.0,0.0,0.0,0,466.0,0,0,0
342,0.0,0.0,0.0,0,0.0,0.0,0.0,0,1051.0,0,0,0
